CourseCode,ShortTitle,LongTitle,BeginTime,EndTime,Meets,Building,Room,Enrollment,Capacity
MECE 120  A,NUM COMP MECE,NUMERICAL COMPUTING FOR MECH ENGR,10:00:00,10:50:00,MWF,HH,218,26,31
MECE 120  B,NUM COMP MECE,NUMERICAL COMPUTING FOR MECH ENGR,11:00:00,11:50:00,MWF,HH,218,20,24
MECE 210  A,DSGN FOR MANUFA,DESIGN FOR MANUFACTURING,8:00:00,8:50:00,MWF,HAL,113,59,70
MECE 210  A,DSGN FOR MANUFA,DESIGN FOR MANUFACTURING,12:00:00,15:00:00,R,NULL,NULL,59,59
MECE 212  A,MECHANICS II,MECHANICS II,8:00:00,9:15:00,TR,HH,218,20,20
MECE 212  B,MECHANICS II,MECHANICS II,10:05:00,11:20:00,TR,HH,218,21,25
MECE 212  C,MECHANICS II,MECHANICS II,8:00:00,9:15:00,TR,HAL,116,21,25
MECE 214  A,THERMODYNAMICS,THERMODYNAMICS,9:00:00,9:50:00,MWF,HAL,210,33,39
MECE 214  B,THERMODYNAMICS,THERMODYNAMICS,10:00:00,10:50:00,MWF,HAL,210,29,29
MECE 252  L,MECH SYS LAB II,MECHANICAL SYSTEMS LAB II,14:00:00,16:50:00,M,HH,112,20,24
MECE 252  M,MECH SYS LAB II,MECHANICAL SYSTEMS LAB II,14:00:00,16:50:00,T,HH,112,25,30
MECE 252  N,MECH SYST LABII,MECHANICAL SYSTEMS LAB II,14:00:00,16:50:00,W,HH,112,15,15
MECE 270  A,INDEPEND RSRCH,INDEPENDENT RESEARCH,NULL,NULL,,NULL,NULL,1,1
MECE 312  A,STRESS ANLY/DSG,STRESS ANLY/DSGN MACH COMPONENTS,10:00:00,10:50:00,MWF,HH,215,41,41
MECE 316  A,SYSTEM DYNAMICS,SYSTEM DYNAMICS,8:00:00,9:15:00,TR,HH,118,20,20
MECE 316  B,SYSTEM DYNAMICS,SYSTEM DYNAMICS,10:05:00,11:20:00,TR,HH,118,22,26
MECE 326  A,HEAT TRANSFER,HEAT TRANSFER,8:00:00,8:50:00,MWF,HH,215,18,21
MECE 326  B,HEAT TRANSFER,HEAT TRANSFER,9:00:00,9:50:00,MWF,HH,215,23,27
MECE 328  A,BIOMECHANICS,BIOMECHANICS,14:00:00,14:50:00,MWF,HH,218,13,15
MECE 352  L,THERM/FLUIDS,THERMAL/FLUIDS LABORATORY,13:00:00,14:50:00,T,HH,201,11,13
MECE 352  M,THERM/FLUIDS,THERMAL/FLUIDS LABORATORY,15:00:00,16:50:00,T,HH,201,11,13
MECE 352  N,THER/FLD LAB,THERMAL/FLUIDS LABORATORY,13:00:00,14:50:00,R,HH,201,11,11
MECE 352  O,THER/FLD LAB,THERMAL/FLUIDS LABORATORY,15:00:00,16:50:00,R,HH,201,8,9
MECE 402  A,CAPSTONE DESIGN,CAPSTONE DESIGN II,8:00:00,9:15:00,TR,HH,215,40,40
MECE 416  A,SURV ALTER ENER,SURVEY ALTERNATIVE ENERGY SYST,10:05:00,11:20:00,TR,HH,215,26,31
MECE 452  L,CAP DSGN LAB II,CAPSTONE DESIGN LABORATORY II,15:00:00,17:00:00,M,STEM,160B,7,8
MECE 452  M,CAP DSGN LAB II,CAPSTONE DESIGN LABORATORY II,15:00:00,16:00:00,T,HH,215,8,9
MECE 452  M,CAP DSGN LAB II,CAPSTONE DESIGN LABORATORY II,16:00:00,17:00:00,R,HH,215,8,8
MECE 452  N,CAP DES LAB II,CAPSTONE DESIGN LABORATORY II,16:00:00,18:00:00,T,HH,218,8,9
MECE 452  O,CAP DES LAB II,CAPSTONE DESIGN LABORATORY II,11:00:00,12:00:00,M,HH,118,8,9
MECE 452  O,CAP DES LAB II,CAPSTONE DESIGN LABORATORY II,15:00:00,16:00:00,R,HH,113,8,9
MECE 452  P,CAP DES LAB II,CAPSTONE DESIGN LABORATORY II,15:00:00,16:00:00,WF,HH,218,10,12
MECE 470  A,INDEPEND RSRCH,INDEPENDENT RESEARCH,NULL,NULL,,NULL,NULL,1,1
MECE 498  A,HONORS IN MECE,HONORS IN MECE-MECHANICAL SYSTEMS,NULL,NULL,,NULL,NULL,1,1
MECE 498  B,HONORS IN MECE,HONORS IN MECE-MECHANICAL SYSTEMS,NULL,NULL,,NULL,NULL,1,1
MUSI 100  A,BAND for AUDIT,CONCERT BAND for AUDIT,16:00:00,17:20:00,TR,PFAC,25,11,11
MUSI 100  B,BAND for CREDIT,CONCERT BAND for CREDIT,16:00:00,17:20:00,TR,PFAC,25,55,55
MUSI 101  A,CHOIR for AUDIT,CHOIR for AUDIT,15:00:00,15:50:00,MW,PFAC,106,10,12
MUSI 101  A,CHOIR for AUDIT,CHOIR for AUDIT,16:00:00,16:50:00,F,PFAC,106,10,12
MUSI 101  C,CHOIR for CRED,CHOIR for CREDIT,15:00:00,15:50:00,MW,PFAC,106,44,52
MUSI 101  C,CHOIR for CRED,CHOIR for CREDIT,16:00:00,16:50:00,F,PFAC,106,44,52
MUSI 102  A,ORCHESTRA/AUD,ORCHESTRA for AUDIT,16:00:00,17:20:00,MW,PFAC,25,14,16
MUSI 102  O,ORCHESTRA/CRED,ORCHESTRA for CREDIT,16:00:00,17:20:00,MW,PFAC,25,70,70
MUSI 103  A,BASIC MUSIC,BASIC MUSIC-NON MAJORS,11:30:00,12:45:00,TR,PFAC,112,27,27
MUSI 104  A,1ST YR HARMONY,FIRST YEAR HARMONY,10:00:00,10:50:00,MF,PFAC,112,9,9
MUSI 104  B,FIRST YEAR HARM,FIRST YEAR HARMONY,11:00:00,11:50:00,MF,PFAC,112,9,10
MUSI 106  A,SOLFEGGIO II,SOLFEGGIO II,11:30:00,12:20:00,TR,PFAC,68,20,20
MUSI 107  A,BRASS METHODS,BRASS METHODS,8:00:00,8:50:00,MW,PFAC,25,4,4
MUSI 111  A,BEGINNING PIANO,BEGINNING PIANO CLASS,15:00:00,15:50:00,M,PFAC,119,13,15
MUSI 111  B,BEG PIANO,BEGINNING PIANO CLASS,18:00:00,18:50:00,T,PFAC,119,10,12
MUSI 117  A,JAZZ ENSEMBLE,JAZZ ENSEMBLE,19:00:00,20:30:00,TR,PFAC,25,20,24
MUSI 118  A,STAGE BAND,STAGE BAND,NULL,NULL,,NULL,NULL,18,21
MUSI 121  A,PIANO PROF CLAS,PIANO PROFICIENCY CLASS,15:00:00,15:50:00,W,PFAC,119,3,3
MUSI 125  A,INTERMED PIANO,INTERMED PIANO CLASS,10:00:00,10:50:00,R,PFAC,119,4,4
MUSI 131  A,ORGAN CLASS,ORGAN CLASS,13:00:00,13:50:00,R,PFAC,138,5,6
MUSI 135  A,GUITAR CLASS I,GUITAR CLASS I,10:00:00,10:50:00,M,PFAC,25,9,10
MUSI 135  B,GUITAR CLASS I,GUITAR CLASS I,15:00:00,15:50:00,M,PFAC,68,8,9
MUSI 137  A,GUITAR CLASS II,GUITAR CLASS II,15:00:00,15:50:00,W,PFAC,68,8,8
MUSI 151  A,PIANO LSN,PIANO LESSON (1/2 HR),NULL,NULL,,PFAC,65,10,12
MUSI 151  B,PIANO LSN,PIANO LESSON (1/2 HR),NULL,NULL,,PFAC,66,5,5
MUSI 151  C,PIANO LESSON,PIANO LESSON (1/2 HR),NULL,NULL,,PFAC,66,12,14
MUSI 151  D,PIANO LES (1/2,PIANO LESSON (1/2 HR),NULL,NULL,,NULL,NULL,3,3
MUSI 151  F,PIANO LSN,PIANO LESSON (1/2 HR),NULL,NULL,,PFAC,65,5,5
MUSI 152  A,PIANO LSN,PIANO LESSON (1 HR),NULL,NULL,,PFAC,65,5,6
MUSI 152  C,PIANO LSN,PIANO LESSON (1 HR),NULL,NULL,,PFAC,66,2,2
MUSI 152  F,PIANO LSN,PIANO LESSON (1 HR),NULL,NULL,,PFAC,65,1,1
MUSI 155  A,ORGAN LSN,ORGAN LESSON (1/2 HR),NULL,NULL,,PFAC,138,3,3
MUSI 156  A,ORGAN LSN,ORGAN LESSON (1 HR),NULL,NULL,,PFAC,138,2,2
MUSI 161  A,VOICE LSN,VOICE LESSON (1/2 HR),NULL,NULL,,PFAC,137,1,1
MUSI 161  B,VOICE LSN,VOICE LESSON (1/2 HR),NULL,NULL,,PFAC,64,8,9
MUSI 161  C,VOICE LSN,VOICE LESSON (1/2 HR),NULL,NULL,,PFAC,67,13,15
MUSI 161  D,VOICE LESSON,VOICE LESSON (1/2 HR),NULL,NULL,,PFAC,67,11,13
MUSI 161  E,VOICE LES (1/2,VOICE LESSON (1/2 HR),NULL,NULL,,PFAC,66,1,1
MUSI 161  F,VOICE LES (1/2,VOICE LESSON (1/2 HR),NULL,NULL,,NULL,NULL,3,3
MUSI 162  B,VOICE LSN,VOICE LESSON (1 HR),NULL,NULL,,PFAC,64,5,5
MUSI 162  C,VOICE LSN,VOICE LESSON (1 HR),NULL,NULL,,PFAC,67,6,7
MUSI 162  D,VOICE LES (1 HR,VOICE LESSON (1 HR),NULL,NULL,,PFAC,67,1,1
MUSI 162  E,VOICE LES (1 HR,VOICE LESSON (1 HR),NULL,NULL,,PFAC,66,3,3
MUSI 163  A,STR LSN-CELLO,STR LESSON-CELLO (1/2 HR),NULL,NULL,,PFAC,65,5,6
MUSI 165  A,STR LSN-VIOLIN,STR LES-VIOLIN/VIOLA (1/2 HR),NULL,NULL,,PFAC,63,7,8
MUSI 165  B,STR LSN-VIOLIN,STR LES-VIOLIN/VIOLA (1/2 HR),NULL,NULL,,PFAC,63,4,4
MUSI 166  A,STR LSN-VIOLIN,STR LES-VIOLIN/VIOLA (1 HR),NULL,NULL,,PFAC,63,3,3
MUSI 167  A,FRENCH HORN LSN,FRENCH HORN LESSON (1/2 HR),NULL,NULL,,PFAC,66,1,1
MUSI 169  A,TROMBONE LSN,TROMBONE LESSON (1/2 HR),NULL,NULL,,PFAC,65,1,1
MUSI 170  A,TROMBONE LSN,TROMBONE LESSON (1 HR),NULL,NULL,,PFAC,65,1,1
MUSI 171  A,TRUMPET LSN,TRUMPET LESSON (1/2 HR),NULL,NULL,,PFAC,63,3,3
MUSI 172  A,TRUMPET LSN,TRUMPET LESSON (1 HR),NULL,NULL,,PFAC,63,1,1
MUSI 173  A,BARIT/TUBA LSN,BARITONE/TUBA LESSON (1/2 HR),NULL,NULL,,PFAC,64,2,2
MUSI 175  A,BASSOON LSN,BASSOON LESSON (1/2 HR),NULL,NULL,,PFAC,63,1,1
MUSI 177  A,CLARINET LSN,CLARINET LESSON (1/2 HR),NULL,NULL,,PFAC,67,4,4
MUSI 179  A,OBOE/ENG HORN L,OBOE/ENGLISH HORN LES (1/2 HR),NULL,NULL,,PFAC,43,2,2
MUSI 181  A,PERCUSSION LSN,PERCUSSION LESSON (1/2 HR),NULL,NULL,,PFAC,23,4,4
MUSI 182  A,PERCUSSION LSN,PERCUSSION LESSON (1 HR),NULL,NULL,,PFAC,23,2,2
MUSI 183  A,FLUTE LESSON,FLUTE LESSON (1/2 HR),NULL,NULL,,PFAC,43,4,4
MUSI 183  B,FLUTE LESSON,FLUTE LESSON (1/2 HR),NULL,NULL,,PFAC,67,1,1
MUSI 184  A,FLUTE LESSON,FLUTE LESSON (1 HR),NULL,NULL,,PFAC,43,2,2
MUSI 185  A,GUITAR LSN,GUITAR LESSON (1/2 HR),NULL,NULL,,PFAC,43,2,2
MUSI 186  A,GUITAR LSN,GUITAR LESSON (1 HR),NULL,NULL,,PFAC,43,7,8
MUSI 187  A,HARP LSN,HARP LESSON (1/2 HR),NULL,NULL,,PFAC,31,4,4
MUSI 188  A,HARP LSN,HARP LESSON (1 HR),NULL,NULL,,PFAC,31,1,1
MUSI 191  A,SAX LSN,SAXOPHONE LESSON (1/2 HR),NULL,NULL,,PFAC,67,1,1
MUSI 192  A,SAX LESSON,SAXOPHONE LESSON (1 HR),NULL,NULL,,PFAC,67,1,1
MUSI 199  A,RECITAL ATTND,MUSIC RECITAL ATTENDANCE-MAJORS,15:00:00,15:50:00,F,PFAC,106,63,75
MUSI 199  B,MUSIC REC ATND,MUSIC RECITAL ATTENDANCE-MINORS,15:00:00,15:50:00,F,PFAC,106,24,28
MUSI 204  A,HARMONY II/FORM,HARMONY II/FORM-ANALYSIS,13:00:00,13:50:00,TR,PFAC,112,17,17
MUSI 206  A,SOLFEGGIO IV,SOLFEGGIO IV,12:00:00,12:50:00,MW,PFAC,112,14,14
MUSI 209  A,VOCAL METHODS,VOCAL METHODS,10:00:00,10:50:00,MW,PFAC,68,10,12
MUSI 219  A,BEGIN CONDUCT,BEGINNING CONDUCTING,11:00:00,11:50:00,MW,PFAC,106,3,3
MUSI 223  A,OPERA WORKSHOP,OPERA WORKSHOP,13:00:00,14:50:00,M,PFAC,21,10,12
MUSI 290  A,STDY: VOCL DICT,STUDY: FRENCH GERMAN VOCAL DICTION,8:30:00,9:20:00,TR,PFAC,68,5,6
MUSI 303  A,COUNTERPOINT,COUNTERPOINT,11:00:00,11:50:00,F,PFAC,119,2,2
MUSI 304  A,INSTRUMENTATION,INSTRUMENTATION,11:00:00,11:50:00,MW,PFAC,119,5,6
MUSI 307  A,STRING METHODS,STRING METHODS,13:00:00,13:50:00,MW,PFAC,25,16,19
MUSI 315  A,MUSIC METH/ELEM,MUSIC METHODS/ELEMENTARY TEACHERS,12:00:00,12:50:00,M,PFAC,69,28,33
MUSI 318  A,ADV INSTR CONDU,ADV INSTR CONDUCTING,14:00:00,14:50:00,MW,PFAC,106,16,19
MUSI 325  A,CHURCH MUSIC,CHURCH MUSIC,13:00:00,13:50:00,MW,PFAC,69,8,9
MUSI 330  A,WORLD MUSIC,WORLD MUSIC,14:00:00,14:50:00,MWF,PFAC,112,7,8
MUSI 332  A,MUSIC HIST II,MUSIC HISTORY II,9:00:00,9:50:00,MWF,PFAC,68,15,18
MUSI 332  B,MUSIC HIST II,MUSIC HISTORY II,9:00:00,9:50:00,MWF,PFAC,69,10,12
MUSI 460  A,INDEPENDENT STU,INDEPENDENT STUDY,NULL,NULL,,NULL,NULL,1,1
MUSI 460  B,INDEPENDENT STU,INDEPENDENT STUDY,NULL,NULL,,NULL,NULL,1,1
MUSI 476  A,SENIOR RECITAL,SENIOR MUSIC RECITAL,NULL,NULL,,PFAC,112,10,10
MUSI 477  A,PIANO PROF EXAM,PIANO PROFICIENCY EXAM,NULL,NULL,,NULL,NULL,1,1
PHIL 161  A,INTRO TO PHIL,INTRO TO PHILOSOPHY,14:00:00,14:50:00,MWF,HAL,323,14,16
PHIL 201  A,SYMBOLIC LOGIC,SYMBOLIC LOGIC,11:00:00,11:50:00,MWF,HAL,323,25,30
PHIL 312  A,EPISTEMOLOGY,EPISTEMOLOGY,13:00:00,14:15:00,TR,HAL,215,19,22
PHIL 336  A,AUGUSTINE & AQU,AUGUSTINE & AQUINAS,11:30:00,12:45:00,TR,HAL,115,17,17
PHIL 339  A,MODERN PHILOSOP,MODERN PHILOSOPHY,15:00:00,15:50:00,MWF,HAL,323,18,21
PHIL 360  A,INDEPENDENT STU,INDEPENDENT STUDY,NULL,NULL,,NULL,NULL,3,3
PHYE 102  A,FIT/WELL II-MEN,FITNESS & WELLNESS II-MEN,8:00:00,8:50:00,TR,HAL,108,113,135
PHYE 102  B,FIT/WELL II-MEN,FITNESS & WELLNESS II-MEN,9:00:00,9:50:00,WF,HAL,108,63,75
PHYE 102  C,FIT/WELL II-MEN,FITNESS & WELLNESS II-MEN,13:00:00,13:50:00,TR,HAL,108,112,112
PHYE 112  A,FIT/WELL II-W,FITNESS & WELLNESS II-WOMEN,10:05:00,10:55:00,TR,HAL,108,113,135
PHYE 112  B,FIT/WELL II-W,FITNESS & WELLNESS II-WOMEN,11:30:00,12:20:00,TR,HAL,108,113,113
PHYE 112  C,FIT/WELL II-W,FITNESS & WELLNESS II-WOMEN,14:00:00,14:50:00,WF,HAL,108,74,88
PHYE 201  A,RACQUETBALL,RACQUETBALL,8:00:00,8:50:00,WF,PLC,141,18,21
PHYE 205  A,FREE WEIGHTS,FREE WEIGHTS,10:00:00,10:50:00,WF,PLC,100,23,27
PHYE 207  B,BEG BOWLING,BEGINNING BOWLING,14:00:00,14:50:00,WF,PLC,10,20,24
PHYE 209  A,TENNIS,TENNIS,13:00:00,13:50:00,WF,PLC,103,16,19
PHYE 216  A,ADV BALLRM-MEN,ADV BALLROOM DANCING-MEN,8:00:00,8:50:00,F,PLC,233,5,5
PHYE 216  B,ADV BALLRM-WOM,ADV BALLROOM DANCING-WOMEN,8:00:00,8:50:00,F,PLC,233,4,4
PHYE 217  A,VOLLEYBALL,VOLLEYBALL,13:00:00,13:50:00,WF,PLC,106,18,21
PHYE 220  A,STRENGTH/COND,STRENGTH & CONDITIONING,12:00:00,12:50:00,WF,PLC,233,14,16
PHYE 221  A,FIT/BODY COND,FITNESS/BODY CONDITIONING,10:00:00,10:50:00,WF,PLC,130A,13,13
PHYE 290  B,STUDY:TAP/JAZZ,STUDY: TAP & JAZZ,13:00:00,13:50:00,F,PLC,233,17,17
PHYS 102  A,GEN PHYSICS II,GEN PHYSICS II-ENGINEERING,8:00:00,8:50:00,MWF,STEM,51,41,49
PHYS 102  B,GEN PHYSICS II,GEN PHYSICS II-ENGINEERING,9:00:00,9:50:00,MWF,STEM,51,46,55
PHYS 102  L    L,LAB WORKSHOP,LABORATORY WORKSHOP,14:00:00,16:00:00,W,RO,216,33,33
PHYS 102  M    L,LAB WORKSHOP,LABORATORY WORKSHOP,14:00:00,16:00:00,F,RO,216,23,27
PHYS 102  N    L,LAB WORKSHOP,LABORATORY WORKSHOP,14:30:00,16:29:00,R,RO,216,31,37
PHYS 122  A,COLLEGE PHYSICS,COLLEGE PHYSICS II,8:00:00,8:50:00,MWF,STEM,126,22,26
PHYS 122  B,COLLEGE PHYSICS,COLLEGE PHYSICS II,9:00:00,9:50:00,MWF,STEM,126,28,33
PHYS 122  L    L,LAB WORKSHOP,LABORATORY WORKSHOP,14:00:00,16:00:00,M,RO,218,24,24
PHYS 122  M    L,LABRATORY,LABORATORY WORKSHOP,15:00:00,17:00:00,T,RO,218,26,31
PHYS 234  A,MODERN PHYSICS,MODERN PHYSICS,10:00:00,10:50:00,MWF,RO,220,11,13
PHYS 242  A,THEORETIC PHYS,INTRO TO THEORETICAL PHYSICS,13:00:00,13:50:00,MWF,RO,220,10,10
PHYS 321  A,RADIATION LAB,RADIATION LAB,14:30:00,18:00:00,R,RO,301,10,10
PHYS 431  A,QUANTUM MECHANI,QUANTUM MECHANICS,10:05:00,11:20:00,TR,RO,220,3,3
POLS 101  A,FOUN OF POL SCI,FOUNDATIONS OF POLITICAL SCIENCE,14:00:00,14:50:00,MWF,HAL,208,30,36
POLS 104  A,INTERNAT POLITI,INTERNATIONAL POLITICS,8:00:00,9:15:00,TR,HAL,304,14,14
POLS 204  A,AMERICAN NATION,AMERICAN NATIONAL GOVT,15:00:00,15:50:00,MWF,HAL,306,23,27
POLS 256  A,MODERN POL THOU,MODERN POLITICAL THOUGHT,9:00:00,9:50:00,MWF,HAL,206,26,31
POLS 277  A,RSRCH MTH POLS,RESEARCH METH IN POLITICAL SCI,8:00:00,8:50:00,MWF,HAL,116,13,15
POLS 277  A,RSRCH MTH POLS,RESEARCH METH IN POLITICAL SCI,18:30:00,19:30:00,M,HAL,116,13,13
POLS 290  A,VISION/VALUES,STUDY: VISION AND VALUES CONF,NULL,NULL,,NULL,NULL,32,38
POLS 303  A,GREAT POWER POL,GREAT POWER POLITICS,10:05:00,11:20:00,TR,HAL,304,24,24
POLS 308  A,PUBLIC POLICY,PUBLIC POLICY,14:30:00,15:45:00,TR,HAL,309,19,22
POLS 318  A,CONST LAW US II,CONSTITUTIONAL LAW OF THE US II,14:30:00,15:45:00,TR,HAL,307,5,5
POLS 342  A,MIDDLE EASTERN,MIDDLE EASTERN POLITICS,13:00:00,13:50:00,MWF,HAL,208,42,50
POLS 344  A,ASIAN POLITICS,ASIAN POLITICS,10:00:00,10:50:00,MWF,HAL,312,6,7
POLS 350  A,AMER POL THOUGH,AMERICAN POLITICAL THOUGHT,11:30:00,12:45:00,TR,HAL,307,12,14
POLS 390  A,STUDY:KNOW,STUDY: KNOW YOUR RIGHTS,16:00:00,16:50:00,T,HAL,116,37,44
POLS 481  A,WASH INTERN,WASHINGTON INTERNSHIP,NULL,NULL,,OFFCP,NULL,1,1
PSYC 101  A,FOUND PSYC SCI,FOUNDATIONS OF PSYC SCIENCE,8:00:00,8:50:00,MWF,HAL,110,51,61
PSYC 101  B,FOUND PSYC SCI,FOUNDATIONS OF PSYC SCIENCE,9:00:00,9:50:00,MWF,HAL,110,41,49
PSYC 102  A,EDUC PSYCHOLOGY,EDUCATIONAL PSYCHOLOGY,10:00:00,10:50:00,MWF,HAL,110,24,28
PSYC 102  B,EDUC PSYCHOLOGY,EDUCATIONAL PSYCHOLOGY,11:00:00,11:50:00,MWF,HAL,110,18,21
PSYC 105  A,PERSPEC ON PSYC,PERSPECTIVES ON PSYCHOLOGY,18:30:00,19:20:00,T,HAL,212,34,40
PSYC 200  A,CROSS-CULT PSYC,CROSS-CULTURAL PSYCHOLOGY,12:00:00,12:50:00,MWF,HAL,306,24,24
PSYC 201  A,STATISTICAL MET,STATISTICAL METHODS,11:00:00,11:50:00,MWF,HAL,208,58,58
PSYC 202  A,PSYC OF RELIGIO,PSYCHOLOGY  OF RELIGION,9:00:00,9:50:00,MWF,HAL,212,17,20
PSYC 204  A,RESEARCH METHOD,RESEARCH METHODS,10:00:00,10:50:00,MWF,HAL,212,25,30
PSYC 204  L    L,LABORATORY,LABORATORY,14:30:00,16:59:00,T,HAL,212,16,19
PSYC 204  M    L,LABORATORY,LABORATORY,14:30:00,16:59:00,R,HAL,212,9,9
PSYC 206  A,INT PROF COUNS,INTRO TO PROFESSIONAL COUNSELING,9:00:00,9:50:00,MWF,HAL,309,24,28
PSYC 208  A,SOCIAL PSYC,SOCIAL PSYCHOLOGY,12:00:00,12:50:00,MWF,HAL,212,36,43
PSYC 208  B,SOCIAL PSYCHOLO,SOCIAL PSYCHOLOGY,14:00:00,14:50:00,MWF,HAL,214,35,42
PSYC 209  A,CHILD DEVELOP,CHILD DEVELOPMENT,11:30:00,12:45:00,TR,HAL,208,40,48
PSYC 209  B,CHILD DEVELOP,CHILD DEVELOPMENT,13:00:00,14:15:00,TR,HAL,208,15,18
PSYC 211  A,ADULT DEV & AGE,ADULT DEVELOPMENT & AGING,13:00:00,14:15:00,TR,HAL,206,31,37
PSYC 211  B,ADULT DEVELOP,ADULT DEVELOPMENT & AGING,14:30:00,15:45:00,TR,HAL,206,29,29
PSYC 214  A,INDUS/ORG PSYC,INDUSTRIAL/ORGANIZATIONAL PSYC,11:00:00,11:50:00,MWF,HAL,212,13,13
PSYC 306  A,SENSATION & PER,SENSATION & PERCEPTION,14:00:00,14:50:00,MWF,HAL,212,30,36
PSYC 310  A,PSYC ASSESSMENT,PSYCHOLOGICAL ASSESSMENT,13:00:00,14:15:00,TR,HAL,116,33,33
PSYC 390  A,STDY: PREP PROF,STUDY: PREP FOR COUNSEL PROFESSIONS,10:05:00,11:20:00,TR,HAL,215,6,7
PSYC 404  A,ADV RESEARCH,ADVANCED RESEARCH METHODS,14:30:00,15:45:00,TR,HAL,215,12,14
PSYC 404  A,ADV RESEARCH,ADVANCED RESEARCH METHODS,15:00:00,15:50:00,W,HAL,115,12,14
PSYC 404  B,ADV RESEARCH,ADVANCED RESEARCH METHODS,12:00:00,12:50:00,MWF,HAL,215,13,13
PSYC 404  B,ADV RESEARCH,ADVANCED RESEARCH METHODS,15:00:00,15:50:00,W,HAL,212,13,15
PSYC 480  A,INTERN IN PSYC,INTERNSHIP IN PSYCHOLOGY,NULL,NULL,,NULL,NULL,1,1
RELI 212  A,NEW TEST LIT,NEW TESTAMENT LIT/HIST,10:00:00,10:50:00,MWF,HAL,113,39,46
RELI 212  B,NEW TEST LIT,NEW TESTAMENT LIT/HIST,11:00:00,11:50:00,MWF,HAL,113,34,40
RELI 212  C,NEW TEST LIT,NEW TESTAMENT LIT/HIST,12:00:00,12:50:00,MWF,HAL,113,14,14
RELI 214  A,SYST THEO I,SYSTEMATIC THEOLOGY II,14:00:00,14:50:00,MWF,HAL,308,50,60
RELI 237  A,BIB BOOKS-PSALM,BIBLICAL BOOKS-PSALMS,12:00:00,12:50:00,MWF,HAL,302,26,31
RELI 237  B,BIB BKS-EPISTLE,BIBLICAL BOOKS-PASTORAL EPISTLES,13:00:00,13:50:00,MWF,HAL,302,18,18
RELI 237  C,BIBL BKS-HEBREW,BIBLICAL BOOKS- HEBREWS,10:05:00,11:20:00,TR,HAL,113,41,49
RELI 237  D,BIBL BKS-HEBREW,BIBLICAL BOOKS-HEBREWS,11:30:00,12:45:00,TR,HAL,113,27,32
RELI 237  E,BIBL BKS-MINOR,BIBLICAL BOOKS-MINOR PROPHETS,13:00:00,14:15:00,TR,HAL,314,25,30
RELI 251  A,MAN CHRIST MIN,MANAGING CHRISTIAN MINISTRY,10:00:00,10:50:00,MWF,HAL,304,25,25
RELI 261  A,C.S. LEWIS,C.S. LEWIS:CHRISTIAN APOLOGIST,10:00:00,10:50:00,MWF,HAL,310,61,73
RELI 290  A,VISION/VALUES,STUDY: VISION AND VALUES CONF,NULL,NULL,,NULL,NULL,13,15
RELI 343  A,REL/HIST COL AM,RELIGION/HIST IN COLONIAL AMERICA,9:00:00,9:50:00,MWF,HAL,115,21,25
RELI 390  A,STUDY:BIBL COUN,STUDY:BIBLICAL COUNSELING,18:30:00,21:00:00,M,HAL,314,10,10
RELI 460  A,INDEPENDENT STU,INDEPENDENT STUDY,NULL,NULL,,NULL,NULL,1,1
RELI 460  C,INDEPENDENT STU,INDEPENDENT STUDY,NULL,NULL,,NULL,NULL,1,1
RELI 470  A,INDEPEND RSRCH,INDEPENDENT RESEARCH,NULL,NULL,,NULL,NULL,1,1
RELI 480  A,INTERN IN RELI,INTERNSHIP IN RELIGION,NULL,NULL,,NULL,NULL,1,1
RELI 480  B,INTERN IN RELI,INTERNSHIP IN RELIGION,NULL,NULL,,NULL,NULL,1,1
SCIC 201  A,FUND OF UNIVERS,FUNDAMENTALS OF THE UNIVERSE,10:05:00,11:20:00,TR,STEM,51,58,69
SCIC 201  L    L,LABORATORY,LABORATORY,13:00:00,14:59:00,T,RO,300,30,36
SCIC 201  M    L,LABORATORY,LABORATORY,15:00:00,16:59:00,T,RO,300,28,33
SCIC 202  A,LIFE SCIENCE,LIFE SCIENCE,10:05:00,11:20:00,TR,HAL,210,45,54
SCIC 202  B,LIFE SCIENCE,LIFE SCIENCE,11:30:00,12:45:00,TR,HAL,210,43,43
SCIC 202  L    L,LABORATORY,LABORATORY,15:30:00,17:29:00,W,STEM,126,29,34
SCIC 202  M    L,LABORATORY,LABORATORY,13:00:00,14:59:00,R,STEM,126,31,37
SCIC 202  N    L,LABORATORY,LABORATORY,15:00:00,16:59:00,R,STEM,126,28,33
SCIC 203  A,ATOMS-MOLECULES,"ATOMS, MOLECULES & MATERIAL WORLD",11:00:00,11:50:00,MWF,RO,218,47,56
SCIC 203  L    L,LABORATORY,LABORATORY,13:00:00,14:59:00,M,STEM,126,23,27
SCIC 203  M    L,LABORATORY,LABORATORY,15:00:00,16:59:00,M,STEM,126,24,28
SCIC 204  A,ENVIRON SCIENCE,ENVIRONMENTAL SCIENCE,8:00:00,9:15:00,TR,STEM,51,60,60
SCIC 204  L    L,LABORATORY,LABORATORY,13:00:00,14:59:00,T,STEM,126,30,36
SCIC 204  M    L,LABORATORY,LABORATORY,15:00:00,16:59:00,T,STEM,126,30,30
SEDU 101  A,EXCEPT LEARNERS,EXCEPTIONAL LEARNERS,13:00:00,14:15:00,TR,HAL,115,26,31
SEDU 101  B,EXCEPT LEARNERS,EXCEPTIONAL LEARNERS,14:00:00,14:50:00,MWF,HAL,110,34,40
